PhotonEnergy[keV],1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,6s1/2
3,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.08E+04,2.89E+04,5.73E+04,5.09E+04,7.16E+04,5.62E+03,6.53E+03,1.25E+04,8.05E+03,1.13E+04,2.57E+02,3.26E+02,9.92E+02,9.26E+02,1.72E+03,8.72E+01
4,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.29E+04,1.68E+04,3.18E+04,2.09E+04,2.91E+04,3.31E+03,3.66E+03,6.78E+03,3.51E+03,4.88E+03,8.00E+01,1.00E+02,5.79E+02,5.16E+02,9.28E+02,5.09E+01
5,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.66E+03,1.06E+04,1.94E+04,1.02E+04,1.40E+04,2.18E+03,2.28E+03,4.11E+03,1.78E+03,2.46E+03,3.15E+01,3.92E+01,3.78E+02,3.20E+02,5.62E+02,3.33E+01
6,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.20E+03,7.09E+03,1.27E+04,5.54E+03,7.60E+03,1.53E+03,1.52E+03,2.69E+03,1.00E+03,1.37E+03,1.44E+01,1.79E+01,2.65E+02,2.13E+02,3.67E+02,2.33E+01
6.4452,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.41E+03,6.03E+03,1.07E+04,4.34E+03,5.94E+03,1.33E+03,1.29E+03,2.27E+03,7.95E+02,1.08E+03,1.06E+01,1.31E+01,2.30E+02,1.81E+02,3.10E+02,2.03E+01
6.4968,0.00E+00,0.00E+00,0.00E+00,7.07E+04,5.33E+03,5.92E+03,1.05E+04,4.23E+03,5.78E+03,1.31E+03,1.27E+03,2.22E+03,7.74E+02,1.06E+03,1.02E+01,1.26E+01,2.27E+02,1.78E+02,3.04E+02,1.99E+01
7.0124,0.00E+00,0.00E+00,0.00E+00,5.84E+04,4.61E+03,4.96E+03,8.72E+03,3.25E+03,4.43E+03,1.13E+03,1.06E+03,1.85E+03,6.02E+02,8.18E+02,7.28E+00,9.01E+00,1.95E+02,1.49E+02,2.52E+02,1.71E+01
7.0686,0.00E+00,0.00E+00,3.26E+04,5.71E+04,4.54E+03,4.87E+03,8.55E+03,3.16E+03,4.31E+03,1.11E+03,1.04E+03,1.81E+03,5.87E+02,7.97E+02,7.03E+00,8.69E+00,1.92E+02,1.46E+02,2.47E+02,1.69E+01
7.3878,0.00E+00,0.00E+00,2.96E+04,5.10E+04,4.17E+03,4.39E+03,7.67E+03,2.71E+03,3.69E+03,1.02E+03,9.41E+02,1.62E+03,5.07E+02,6.87E+02,5.78E+00,7.14E+00,1.76E+02,1.32E+02,2.22E+02,1.54E+01
7.4469,0.00E+00,1.65E+04,2.90E+04,5.00E+04,4.11E+03,4.31E+03,7.52E+03,2.64E+03,3.59E+03,1.00E+03,9.23E+02,1.59E+03,4.93E+02,6.69E+02,5.58E+00,6.89E+00,1.73E+02,1.29E+02,2.18E+02,1.52E+01
8,0.00E+00,1.46E+04,2.41E+04,4.14E+04,3.57E+03,3.64E+03,6.28E+03,2.06E+03,2.79E+03,8.69E+02,7.78E+02,1.33E+03,3.88E+02,5.24E+02,4.05E+00,4.99E+00,1.50E+02,1.09E+02,1.82E+02,1.32E+01
10,0.00E+00,9.96E+03,1.34E+04,2.20E+04,2.30E+03,2.10E+03,3.53E+03,9.30E+02,1.25E+03,5.52E+02,4.50E+02,7.52E+02,1.80E+02,2.41E+02,1.48E+00,1.81E+00,9.48E+01,6.29E+01,1.03E+02,8.34E+00
15,0.00E+00,4.56E+03,4.26E+03,6.65E+03,9.91E+02,7.31E+02,1.17E+03,2.09E+02,2.75E+02,2.35E+02,1.58E+02,2.51E+02,4.20E+01,5.51E+01,2.27E-01,2.76E-01,4.02E+01,2.23E+01,3.43E+01,3.54E+00
20,0.00E+00,2.51E+03,1.83E+03,2.76E+03,5.31E+02,3.31E+02,5.11E+02,6.96E+01,9.01E+01,1.25E+02,7.18E+01,1.10E+02,1.43E+01,1.85E+01,5.81E-02,6.99E-02,2.14E+01,1.02E+01,1.51E+01,1.88E+00
30,0.00E+00,1.02E+03,5.35E+02,7.64E+02,2.12E+02,1.03E+02,1.50E+02,1.42E+01,1.79E+01,4.96E+01,2.25E+01,3.28E+01,2.99E+00,3.76E+00,8.10E-03,9.61E-03,8.53E+00,3.19E+00,4.50E+00,7.46E-01
40,0.00E+00,5.20E+02,2.18E+02,2.99E+02,1.07E+02,4.35E+01,6.11E+01,4.48E+00,5.52E+00,2.51E+01,9.58E+00,1.34E+01,9.58E-01,1.18E+00,1.97E-03,2.31E-03,4.31E+00,1.36E+00,1.84E+00,3.77E-01
45.18,0.00E+00,3.88E+02,1.49E+02,2.00E+02,7.96E+01,3.00E+01,4.14E+01,2.74E+00,3.35E+00,1.87E+01,6.62E+00,9.10E+00,5.89E-01,7.17E-01,1.08E-03,1.26E-03,3.20E+00,9.40E-01,1.25E+00,2.80E-01
45.542,4.28E+03,3.81E+02,1.45E+02,1.95E+02,7.81E+01,2.93E+01,4.03E+01,2.65E+00,3.24E+00,1.83E+01,6.46E+00,8.87E+00,5.70E-01,6.94E-01,1.04E-03,1.22E-03,3.14E+00,9.18E-01,1.22E+00,2.75E-01
50,3.34E+03,3.03E+02,1.08E+02,1.43E+02,6.21E+01,2.20E+01,2.98E+01,1.81E+00,2.20E+00,1.45E+01,4.86E+00,6.58E+00,3.92E-01,4.73E-01,6.59E-04,7.65E-04,2.50E+00,6.90E-01,9.04E-01,2.18E-01
60,2.09E+03,1.92E+02,6.02E+01,7.76E+01,3.94E+01,1.25E+01,1.65E+01,8.65E-01,1.03E+00,9.22E+00,2.77E+00,3.64E+00,1.88E-01,2.24E-01,2.68E-04,3.09E-04,1.58E+00,3.94E-01,5.01E-01,1.38E-01
80,9.70E+02,9.21E+01,2.39E+01,2.94E+01,1.89E+01,5.06E+00,6.37E+00,2.69E-01,3.13E-01,4.42E+00,1.13E+00,1.41E+00,5.89E-02,6.79E-02,6.56E-05,7.43E-05,7.59E-01,1.60E-01,1.95E-01,6.64E-02
100,5.27E+02,5.14E+01,1.16E+01,1.38E+01,1.06E+01,2.50E+00,3.03E+00,1.09E-01,1.24E-01,2.47E+00,5.59E-01,6.75E-01,2.40E-02,2.71E-02,2.22E-05,2.49E-05,4.24E-01,7.95E-02,9.29E-02,3.71E-02
150,1.71E+02,1.74E+01,3.17E+00,3.50E+00,3.59E+00,6.96E-01,7.84E-01,2.17E-02,2.40E-02,8.41E-01,1.56E-01,1.75E-01,4.81E-03,5.27E-03,3.27E-06,3.59E-06,1.44E-01,2.22E-02,2.41E-02,1.26E-02
200,7.63E+01,8.01E+00,1.28E+00,1.34E+00,1.65E+00,2.84E-01,3.04E-01,7.13E-03,7.75E-03,3.88E-01,6.40E-02,6.80E-02,1.59E-03,1.71E-03,8.85E-07,9.67E-07,6.66E-02,9.10E-03,9.40E-03,5.83E-03
300,2.50E+01,2.71E+00,3.72E-01,3.66E-01,5.61E-01,8.34E-02,8.38E-02,1.58E-03,1.72E-03,1.32E-01,1.88E-02,1.88E-02,3.53E-04,3.79E-04,1.53E-07,1.70E-07,2.26E-02,2.68E-03,2.60E-03,1.98E-03
400,1.17E+01,1.28E+00,1.61E-01,1.54E-01,2.67E-01,3.64E-02,3.54E-02,5.78E-04,6.34E-04,6.26E-02,8.23E-03,7.93E-03,1.29E-04,1.42E-04,4.84E-08,5.54E-08,1.07E-02,1.17E-03,1.10E-03,9.42E-04
500,6.66E+00,7.37E-01,8.71E-02,8.15E-02,1.53E-01,1.97E-02,1.88E-02,2.75E-04,3.12E-04,3.59E-02,4.46E-03,4.22E-03,6.17E-05,6.93E-05,2.06E-08,2.46E-08,6.17E-03,6.35E-04,5.84E-04,5.41E-04
600,4.29E+00,4.76E-01,5.39E-02,5.00E-02,9.90E-02,1.22E-02,1.16E-02,1.54E-04,1.81E-04,2.33E-02,2.77E-03,2.60E-03,3.47E-05,4.02E-05,1.07E-08,1.33E-08,3.99E-03,3.94E-04,3.59E-04,3.51E-04
800,2.24E+00,2.49E-01,2.64E-02,2.45E-02,5.18E-02,6.02E-03,5.67E-03,6.69E-05,8.18E-05,1.22E-02,1.36E-03,1.28E-03,1.49E-05,1.84E-05,4.10E-09,5.55E-09,2.09E-03,1.94E-04,1.76E-04,1.84E-04
1000,1.40E+00,1.56E-01,1.59E-02,1.48E-02,3.25E-02,3.62E-03,3.42E-03,3.62E-05,4.73E-05,7.62E-03,8.19E-04,7.69E-04,8.10E-06,1.06E-05,2.06E-09,3.03E-09,1.31E-03,1.17E-04,1.06E-04,1.16E-04
1500,6.48E-01,7.19E-02,6.91E-03,6.48E-03,1.49E-02,1.57E-03,1.51E-03,1.44E-05,1.94E-05,3.51E-03,3.56E-04,3.38E-04,3.05E-06,4.41E-06,7.32E-10,1.25E-09,6.03E-04,5.07E-05,4.69E-05,5.44E-05
