PhotonEnergy[keV],1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,6s1/2
2,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.94E+04,1.38E+05,2.35E+05,3.36E+05,1.34E+04,1.63E+04,3.39E+04,3.30E+04,4.68E+04,5.27E+03,6.65E+03,2.37E+03,2.27E+03,4.44E+03,1.88E+02
2.0169,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.89E+04,1.36E+05,2.30E+05,3.29E+05,1.32E+04,1.61E+04,3.34E+04,3.23E+04,4.59E+04,5.11E+03,6.45E+03,2.34E+03,2.24E+03,4.38E+03,1.85E+02
2.033,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.98E+04,5.84E+04,1.34E+05,2.25E+05,3.22E+05,1.31E+04,1.59E+04,3.29E+04,3.17E+04,4.50E+04,4.96E+03,6.26E+03,2.31E+03,2.21E+03,4.31E+03,1.82E+02
3,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.33E+04,3.37E+04,6.97E+04,7.67E+04,1.07E+05,6.74E+03,8.10E+03,1.58E+04,1.19E+04,1.66E+04,1.16E+03,1.45E+03,1.16E+03,1.10E+03,2.04E+03,9.27E+01
4,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.48E+04,2.05E+04,3.98E+04,3.23E+04,4.48E+04,4.03E+03,4.68E+03,8.74E+03,5.36E+03,7.40E+03,3.73E+02,4.66E+02,6.83E+02,6.29E+02,1.12E+03,5.47E+01
5,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.02E+04,1.33E+04,2.48E+04,1.60E+04,2.20E+04,2.66E+03,2.97E+03,5.38E+03,2.79E+03,3.81E+03,1.50E+02,1.85E+02,4.49E+02,3.97E+02,6.90E+02,3.59E+01
6,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.35E+03,9.12E+03,1.65E+04,8.88E+03,1.21E+04,1.89E+03,2.02E+03,3.56E+03,1.60E+03,2.17E+03,6.99E+01,8.60E+01,3.16E+02,2.69E+02,4.57E+02,2.53E+01
7.773,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.55E+03,5.16E+03,8.98E+03,3.73E+03,5.02E+03,1.14E+03,1.13E+03,1.93E+03,7.03E+02,9.42E+02,2.30E+01,2.82E+01,1.91E+02,1.51E+02,2.48E+02,1.53E+01
7.8352,0.00E+00,0.00E+00,0.00E+00,5.73E+04,4.49E+03,5.07E+03,8.80E+03,3.63E+03,4.89E+03,1.13E+03,1.11E+03,1.90E+03,6.85E+02,9.17E+02,2.23E+01,2.72E+01,1.88E+02,1.48E+02,2.43E+02,1.50E+01
8,0.00E+00,0.00E+00,0.00E+00,5.55E+04,4.31E+03,4.84E+03,8.37E+03,3.38E+03,4.55E+03,1.08E+03,1.06E+03,1.80E+03,6.40E+02,8.56E+02,2.03E+01,2.48E+01,1.80E+02,1.41E+02,2.31E+02,1.44E+01
8.5825,0.00E+00,0.00E+00,0.00E+00,4.53E+04,3.77E+03,4.11E+03,7.04E+03,2.66E+03,3.56E+03,9.40E+02,9.01E+02,1.52E+03,5.08E+02,6.77E+02,1.49E+01,1.82E+01,1.56E+02,1.20E+02,1.94E+02,1.25E+01
8.6512,0.00E+00,0.00E+00,2.61E+04,4.44E+04,3.71E+03,4.03E+03,6.91E+03,2.58E+03,3.46E+03,9.26E+02,8.84E+02,1.49E+03,4.95E+02,6.59E+02,1.44E+01,1.76E+01,1.54E+02,1.17E+02,1.91E+02,1.23E+01
9.0053,0.00E+00,0.00E+00,2.40E+04,4.00E+04,3.44E+03,3.67E+03,6.25E+03,2.25E+03,3.01E+03,8.55E+02,8.05E+02,1.35E+03,4.33E+02,5.76E+02,1.21E+01,1.47E+01,1.42E+02,1.07E+02,1.73E+02,1.14E+01
9.0774,0.00E+00,1.33E+04,2.34E+04,3.92E+04,3.38E+03,3.60E+03,6.13E+03,2.19E+03,2.92E+03,8.41E+02,7.90E+02,1.32E+03,4.22E+02,5.60E+02,1.16E+01,1.42E+01,1.40E+02,1.05E+02,1.69E+02,1.12E+01
10,0.00E+00,1.12E+04,1.83E+04,3.02E+04,2.80E+03,2.86E+03,4.80E+03,1.56E+03,2.07E+03,6.92E+02,6.27E+02,1.04E+03,3.05E+02,4.03E+02,7.57E+00,9.19E+00,1.15E+02,8.33E+01,1.33E+02,9.21E+00
15,0.00E+00,5.40E+03,6.07E+03,9.36E+03,1.23E+03,1.04E+03,1.64E+03,3.61E+02,4.70E+02,3.00E+02,2.28E+02,3.57E+02,7.40E+01,9.57E+01,1.20E+00,1.44E+00,4.95E+01,3.03E+01,4.57E+01,3.97E+00
20,0.00E+00,3.04E+03,2.68E+03,3.94E+03,6.70E+02,4.83E+02,7.32E+02,1.23E+02,1.58E+02,1.61E+02,1.07E+02,1.60E+02,2.60E+01,3.29E+01,3.14E-01,3.74E-01,2.66E+01,1.44E+01,2.06E+01,2.13E+00
30,0.00E+00,1.27E+03,8.07E+02,1.12E+03,2.72E+02,1.56E+02,2.22E+02,2.59E+01,3.22E+01,6.52E+01,3.47E+01,4.91E+01,5.62E+00,6.94E+00,4.57E-02,5.35E-02,1.08E+01,4.68E+00,6.32E+00,8.61E-01
40,0.00E+00,6.60E+02,3.36E+02,4.44E+02,1.40E+02,6.74E+01,9.18E+01,8.37E+00,1.02E+01,3.34E+01,1.51E+01,2.05E+01,1.84E+00,2.22E+00,1.14E-02,1.31E-02,5.53E+00,2.04E+00,2.63E+00,4.40E-01
50,0.00E+00,3.89E+02,1.68E+02,2.14E+02,8.20E+01,3.47E+01,4.55E+01,3.44E+00,4.10E+00,1.96E+01,7.83E+00,1.02E+01,7.66E-01,9.07E-01,3.84E-03,4.40E-03,3.24E+00,1.06E+00,1.31E+00,2.58E-01
53.818,0.00E+00,3.26E+02,1.34E+02,1.68E+02,6.86E+01,2.78E+01,3.60E+01,2.57E+00,3.04E+00,1.64E+01,6.28E+00,8.08E+00,5.73E-01,6.74E-01,2.69E-03,3.07E-03,2.71E+00,8.48E-01,1.04E+00,2.16E-01
54.249,3.50E+03,3.20E+02,1.30E+02,1.64E+02,6.72E+01,2.71E+01,3.51E+01,2.49E+00,2.94E+00,1.60E+01,6.13E+00,7.88E+00,5.55E-01,6.52E-01,2.59E-03,2.95E-03,2.66E+00,8.27E-01,1.01E+00,2.12E-01
60,2.68E+03,2.50E+02,9.51E+01,1.18E+02,5.25E+01,2.00E+01,2.54E+01,1.66E+00,1.95E+00,1.25E+01,4.53E+00,5.71E+00,3.72E-01,4.34E-01,1.59E-03,1.80E-03,2.07E+00,6.11E-01,7.36E-01,1.65E-01
80,1.27E+03,1.22E+02,3.84E+01,4.51E+01,2.56E+01,8.28E+00,1.00E+01,5.25E-01,5.99E-01,6.09E+00,1.88E+00,2.26E+00,1.19E-01,1.34E-01,3.96E-04,4.42E-04,1.01E+00,2.55E-01,2.91E-01,8.03E-02
100,6.99E+02,6.86E+01,1.90E+01,2.14E+01,1.44E+01,4.16E+00,4.81E+00,2.16E-01,2.41E-01,3.44E+00,9.49E-01,1.09E+00,4.91E-02,5.42E-02,1.36E-04,1.50E-04,5.70E-01,1.28E-01,1.41E-01,4.54E-02
150,2.30E+02,2.37E+01,5.29E+00,5.51E+00,5.00E+00,1.19E+00,1.27E+00,4.38E-02,4.72E-02,1.19E+00,2.72E-01,2.88E-01,1.01E-02,1.07E-02,2.04E-05,2.20E-05,1.97E-01,3.68E-02,3.73E-02,1.57E-02
200,1.04E+02,1.10E+01,2.17E+00,2.14E+00,2.34E+00,4.93E-01,4.98E-01,1.45E-02,1.54E-02,5.58E-01,1.13E-01,1.13E-01,3.35E-03,3.51E-03,5.57E-06,5.97E-06,9.23E-02,1.53E-02,1.47E-02,7.35E-03
300,3.46E+01,3.80E+00,6.41E-01,5.89E-01,8.05E-01,1.48E-01,1.39E-01,3.27E-03,3.44E-03,1.92E-01,3.41E-02,3.18E-02,7.58E-04,7.88E-04,9.79E-07,1.06E-06,3.19E-02,4.61E-03,4.11E-03,2.54E-03
400,1.63E+01,1.82E+00,2.81E-01,2.49E-01,3.86E-01,6.51E-02,5.90E-02,1.20E-03,1.29E-03,9.24E-02,1.51E-02,1.35E-02,2.79E-04,2.95E-04,3.07E-07,3.43E-07,1.53E-02,2.04E-03,1.75E-03,1.22E-03
500,9.33E+00,1.05E+00,1.53E-01,1.32E-01,2.23E-01,3.55E-02,3.15E-02,5.78E-04,6.29E-04,5.34E-02,8.23E-03,7.21E-03,1.34E-04,1.46E-04,1.34E-07,1.54E-07,8.84E-03,1.11E-03,9.35E-04,7.05E-04
600,6.04E+00,6.82E-01,9.50E-02,8.13E-02,1.45E-01,2.22E-02,1.94E-02,3.27E-04,3.64E-04,3.47E-02,5.13E-03,4.44E-03,7.58E-05,8.45E-05,6.92E-08,8.36E-08,5.75E-03,6.94E-04,5.76E-04,4.59E-04
800,3.16E+00,3.58E-01,4.69E-02,3.98E-02,7.63E-02,1.10E-02,9.50E-03,1.40E-04,1.66E-04,1.82E-02,2.54E-03,2.18E-03,3.25E-05,3.85E-05,2.62E-08,3.46E-08,3.02E-03,3.44E-04,2.83E-04,2.42E-04
1000,1.99E+00,2.25E-01,2.83E-02,2.40E-02,4.78E-02,6.63E-03,5.72E-03,7.66E-05,9.67E-05,1.14E-02,1.54E-03,1.31E-03,1.79E-05,2.22E-05,1.34E-08,1.90E-08,1.89E-03,2.08E-04,1.70E-04,1.52E-04
1500,9.16E-01,1.03E-01,1.23E-02,1.05E-02,2.20E-02,2.90E-03,2.50E-03,2.92E-05,3.95E-05,5.26E-03,6.72E-04,5.75E-04,6.78E-06,9.17E-06,4.55E-09,7.44E-09,8.71E-04,9.09E-05,7.47E-05,7.13E-05
