PhotonEnergy[keV],1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,5d3/2,5d5/2,6s1/2
3.1419,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.33E+04,1.54E+05,2.15E+05,8.83E+03,1.11E+04,2.38E+04,2.40E+04,3.32E+04,8.47E+03,1.06E+04,1.93E+03,2.07E+03,4.11E+03,2.19E+03,2.92E+03,8.16E+01
3.167,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.61E+04,9.21E+04,1.51E+05,2.10E+05,8.71E+03,1.10E+04,2.34E+04,2.35E+04,3.26E+04,8.23E+03,1.03E+04,1.91E+03,2.04E+03,4.05E+03,2.15E+03,2.86E+03,8.05E+01
3.4001,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.36E+04,8.15E+04,1.24E+05,1.73E+05,7.76E+03,9.79E+03,2.06E+04,1.98E+04,2.73E+04,6.36E+03,7.94E+03,1.69E+03,1.81E+03,3.54E+03,1.82E+03,2.40E+03,7.09E+01
3.4274,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.20E+04,3.33E+04,8.03E+04,1.22E+05,1.70E+05,7.66E+03,9.67E+03,2.03E+04,1.94E+04,2.68E+04,6.18E+03,7.71E+03,1.67E+03,1.79E+03,3.49E+03,1.78E+03,2.36E+03,6.99E+01
4,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.84E+04,2.71E+04,6.07E+04,7.98E+04,1.09E+05,5.93E+03,7.48E+03,1.51E+04,1.32E+04,1.80E+04,3.49E+03,4.34E+03,1.27E+03,1.36E+03,2.58E+03,1.21E+03,1.59E+03,5.48E+01
5,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.31E+04,1.94E+04,4.04E+04,4.17E+04,5.64E+04,4.04E+03,5.04E+03,9.66E+03,7.32E+03,9.87E+03,1.49E+03,1.84E+03,8.54E+02,9.08E+02,1.64E+03,6.76E+02,8.70E+02,3.67E+01
6,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.98E+03,1.43E+04,2.80E+04,2.40E+04,3.21E+04,2.92E+03,3.58E+03,6.59E+03,4.41E+03,5.88E+03,7.28E+02,8.96E+02,6.12E+02,6.40E+02,1.12E+03,4.12E+02,5.21E+02,2.63E+01
8,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.16E+03,8.35E+03,1.51E+04,9.67E+03,1.27E+04,1.72E+03,2.02E+03,3.50E+03,1.90E+03,2.49E+03,2.27E+02,2.77E+02,3.57E+02,3.58E+02,5.91E+02,1.79E+02,2.22E+02,1.53E+01
10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.14E+03,5.28E+03,9.02E+03,4.66E+03,6.05E+03,1.13E+03,1.26E+03,2.09E+03,9.57E+02,1.23E+03,8.95E+01,1.09E+02,2.32E+02,2.23E+02,3.52E+02,9.06E+01,1.11E+02,9.96E+00
11.909,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+03,3.62E+03,5.93E+03,2.59E+03,3.32E+03,8.02E+02,8.57E+02,1.37E+03,5.48E+02,6.99E+02,4.25E+01,5.12E+01,1.65E+02,1.51E+02,2.31E+02,5.22E+01,6.30E+01,7.07E+00
12.005,0.00E+00,0.00E+00,0.00E+00,3.56E+04,2.95E+03,3.55E+03,5.82E+03,2.52E+03,3.23E+03,7.90E+02,8.41E+02,1.34E+03,5.34E+02,6.81E+02,4.10E+01,4.95E+01,1.62E+02,1.48E+02,2.27E+02,5.08E+01,6.14E+01,6.95E+00
13.763,0.00E+00,0.00E+00,0.00E+00,2.45E+04,2.27E+03,2.61E+03,4.14E+03,1.58E+03,2.00E+03,6.03E+02,6.16E+02,9.58E+02,3.42E+02,4.31E+02,2.27E+01,2.72E+01,1.23E+02,1.09E+02,1.62E+02,3.26E+01,3.90E+01,5.29E+00
13.873,0.00E+00,0.00E+00,1.56E+04,2.40E+04,2.24E+03,2.56E+03,4.06E+03,1.53E+03,1.95E+03,5.93E+02,6.05E+02,9.39E+02,3.33E+02,4.20E+02,2.19E+01,2.62E+01,1.21E+02,1.07E+02,1.58E+02,3.18E+01,3.80E+01,5.21E+00
14.329,0.00E+00,0.00E+00,1.46E+04,2.20E+04,2.10E+03,2.38E+03,3.74E+03,1.37E+03,1.74E+03,5.56E+02,5.61E+02,8.66E+02,2.99E+02,3.76E+02,1.90E+01,2.28E+01,1.14E+02,9.89E+01,1.46E+02,2.86E+01,3.41E+01,4.88E+00
14.444,0.00E+00,7.84E+03,1.42E+04,2.16E+04,2.07E+03,2.33E+03,3.66E+03,1.33E+03,1.69E+03,5.47E+02,5.51E+02,8.48E+02,2.91E+02,3.66E+02,1.83E+01,2.20E+01,1.12E+02,9.71E+01,1.43E+02,2.78E+01,3.32E+01,4.80E+00
15,0.00E+00,7.41E+03,1.28E+04,1.95E+04,1.93E+03,2.14E+03,3.33E+03,1.17E+03,1.48E+03,5.07E+02,5.05E+02,7.71E+02,2.57E+02,3.22E+02,1.55E+01,1.86E+01,1.04E+02,8.88E+01,1.30E+02,2.45E+01,2.92E+01,4.45E+00
20,0.00E+00,4.42E+03,6.12E+03,8.52E+03,1.08E+03,1.07E+03,1.56E+03,4.21E+02,5.20E+02,2.81E+02,2.53E+02,3.64E+02,9.61E+01,1.18E+02,4.30E+00,5.08E+00,5.72E+01,4.44E+01,6.16E+01,9.24E+00,1.07E+01,2.46E+00
30,0.00E+00,1.99E+03,1.99E+03,2.55E+03,4.62E+02,3.79E+02,5.08E+02,9.54E+01,1.14E+02,1.18E+02,9.01E+01,1.20E+02,2.27E+01,2.69E+01,6.75E-01,7.84E-01,2.40E+01,1.59E+01,2.02E+01,2.20E+00,2.47E+00,1.03E+00
40,0.00E+00,1.08E+03,8.76E+02,1.05E+03,2.46E+02,1.75E+02,2.20E+02,3.23E+01,3.76E+01,6.25E+01,4.18E+01,5.22E+01,7.88E+00,9.09E+00,1.78E-01,2.04E-01,1.27E+01,7.44E+00,8.85E+00,7.66E-01,8.37E-01,5.43E-01
50,0.00E+00,6.62E+02,4.57E+02,5.22E+02,1.48E+02,9.42E+01,1.13E+02,1.38E+01,1.57E+01,3.76E+01,2.27E+01,2.70E+01,3.42E+00,3.86E+00,6.25E-02,7.00E-02,7.61E+00,4.03E+00,4.57E+00,3.33E-01,3.56E-01,3.26E-01
60,0.00E+00,4.36E+02,2.67E+02,2.92E+02,9.69E+01,5.63E+01,6.48E+01,6.86E+00,7.64E+00,2.46E+01,1.36E+01,1.55E+01,1.72E+00,1.90E+00,2.66E-02,2.95E-02,4.99E+00,2.42E+00,2.64E+00,1.68E-01,1.76E-01,2.13E-01
80,0.00E+00,2.21E+02,1.13E+02,1.16E+02,4.88E+01,2.47E+01,2.66E+01,2.26E+00,2.44E+00,1.24E+01,5.99E+00,6.40E+00,5.75E-01,6.16E-01,6.92E-03,7.54E-03,2.51E+00,1.07E+00,1.09E+00,5.62E-02,5.71E-02,1.07E-01
80.923,0.00E+00,2.15E+02,1.09E+02,1.12E+02,4.75E+01,2.39E+01,2.56E+01,2.17E+00,2.34E+00,1.20E+01,5.80E+00,6.18E+00,5.50E-01,5.89E-01,6.56E-03,7.14E-03,2.44E+00,1.03E+00,1.05E+00,5.38E-02,5.46E-02,1.04E-01
81.571,2.15E+03,2.11E+02,1.06E+02,1.09E+02,4.66E+01,2.33E+01,2.50E+01,2.10E+00,2.26E+00,1.18E+01,5.67E+00,6.03E+00,5.34E-01,5.71E-01,6.32E-03,6.87E-03,2.39E+00,1.01E+00,1.02E+00,5.22E-02,5.29E-02,1.02E-01
100,1.27E+03,1.29E+02,5.77E+01,5.62E+01,2.83E+01,1.29E+01,1.32E+01,9.59E-01,1.01E+00,7.16E+00,3.15E+00,3.19E+00,2.45E-01,2.57E-01,2.46E-03,2.63E-03,1.45E+00,5.61E-01,5.42E-01,2.41E-02,2.38E-02,6.21E-02
150,4.42E+02,4.67E+01,1.70E+01,1.51E+01,1.03E+01,3.93E+00,3.64E+00,2.04E-01,2.06E-01,2.60E+00,9.66E-01,8.87E-01,5.29E-02,5.29E-02,3.89E-04,4.07E-04,5.28E-01,1.73E-01,1.51E-01,5.20E-03,4.95E-03,2.26E-02
200,2.06E+02,2.25E+01,7.25E+00,5.99E+00,4.96E+00,1.70E+00,1.47E+00,6.97E-02,6.88E-02,1.26E+00,4.20E-01,3.60E-01,1.82E-02,1.78E-02,1.09E-04,1.12E-04,2.55E-01,7.51E-02,6.13E-02,1.79E-03,1.66E-03,1.09E-02
300,7.09E+01,8.07E+00,2.25E+00,1.70E+00,1.79E+00,5.37E-01,4.24E-01,1.63E-02,1.58E-02,4.52E-01,1.33E-01,1.04E-01,4.28E-03,4.11E-03,1.99E-05,2.05E-05,9.18E-02,2.38E-02,1.77E-02,4.21E-04,3.86E-04,3.92E-03
400,3.42E+01,3.97E+00,1.01E+00,7.26E-01,8.80E-01,2.44E-01,1.83E-01,6.09E-03,5.97E-03,2.23E-01,6.07E-02,4.48E-02,1.61E-03,1.56E-03,6.36E-06,6.69E-06,4.53E-02,1.09E-02,7.66E-03,1.58E-04,1.46E-04,1.93E-03
500,1.99E+01,2.33E+00,5.61E-01,3.89E-01,5.17E-01,1.36E-01,9.82E-02,2.95E-03,2.95E-03,1.31E-01,3.38E-02,2.41E-02,7.81E-04,7.71E-04,2.74E-06,3.01E-06,2.66E-02,6.05E-03,4.13E-03,7.69E-05,7.24E-05,1.14E-03
600,1.30E+01,1.53E+00,3.53E-01,2.39E-01,3.40E-01,8.60E-02,6.06E-02,1.68E-03,1.71E-03,8.62E-02,2.14E-02,1.49E-02,4.45E-04,4.49E-04,1.44E-06,1.63E-06,1.75E-02,3.83E-03,2.55E-03,4.38E-05,4.22E-05,7.49E-04
800,6.91E+00,8.17E-01,1.78E-01,1.17E-01,1.81E-01,4.34E-02,2.97E-02,7.37E-04,7.75E-04,4.59E-02,1.08E-02,7.31E-03,1.95E-04,2.05E-04,5.63E-07,6.84E-07,9.32E-03,1.94E-03,1.25E-03,1.92E-05,1.93E-05,3.99E-04
1000,4.36E+00,5.15E-01,1.08E-01,7.01E-02,1.14E-01,2.65E-02,1.78E-02,4.05E-04,4.48E-04,2.89E-02,6.61E-03,4.38E-03,1.08E-04,1.18E-04,2.91E-07,3.62E-07,5.88E-03,1.18E-03,7.50E-04,1.06E-05,1.11E-05,2.52E-04
1500,2.01E+00,2.37E-01,4.80E-02,3.03E-02,5.24E-02,1.18E-02,7.69E-03,1.58E-04,1.81E-04,1.33E-02,2.94E-03,1.89E-03,4.12E-05,4.85E-05,9.67E-08,1.37E-07,2.70E-03,5.25E-04,3.24E-04,4.07E-06,4.61E-06,1.17E-04
